Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
add to favourite,Chrome 70.0.3538.110,,2018-12-08 14:43:48,2018-12-08 14:46:12,2m - 24.303s,PASSED
,,,,,,
Test Cases/Final/Reg as visitor,Chrome 70.0.3538.110,,2018-12-08 14:43:49,2018-12-08 14:44:50,1m - 1.394s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 14:43:49,2018-12-08 14:43:54,5.259s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 14:43:54,2018-12-08 14:43:55,1.141s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 14:43:55,2018-12-08 14:44:03,7.943s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:03,2018-12-08 14:44:06,3.029s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:44:06,2018-12-08 14:44:07,0.353s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:07,2018-12-08 14:44:10,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:44:10,2018-12-08 14:44:10,0.251s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:10,2018-12-08 14:44:13,3.005s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:44:13,2018-12-08 14:44:13,0.426s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:13,2018-12-08 14:44:16,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:44:16,2018-12-08 14:44:17,0.226s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:17,2018-12-08 14:44:20,3.001s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:44:20,2018-12-08 14:44:20,0.197s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:20,2018-12-08 14:44:23,3.004s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:44:23,2018-12-08 14:44:23,0.001s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:23,2018-12-08 14:44:26,3.003s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 14:44:26,2018-12-08 14:44:26,0.126s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:26,2018-12-08 14:44:29,3.002s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 14:44:29,2018-12-08 14:44:29,0.153s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:29,2018-12-08 14:44:32,3.002s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 14:44:32,2018-12-08 14:44:32,0.151s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:44:32,2018-12-08 14:44:35,3.003s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:44:35,2018-12-08 14:44:35,0.198s,PASSED
