Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
superadmin can add jobs,Chrome 70.0.3538.110,,2018-12-03 15:37:14,2018-12-03 15:39:02,1m - 48.513s,PASSED
,,,,,,
Test Cases/Final/Login - superadmin,Chrome 70.0.3538.110,,2018-12-03 15:37:14,2018-12-03 15:37:47,32.793s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-03 15:37:15,2018-12-03 15:37:18,3.424s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-03 15:37:18,2018-12-03 15:37:19,1.150s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-03 15:37:19,2018-12-03 15:37:29,10.094s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:37:29,2018-12-03 15:37:39,10.029s,PASSED
click,Chrome 70.0.3538.110,,2018-12-03 15:37:39,2018-12-03 15:37:39,0.147s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:37:39,2018-12-03 15:37:44,5.003s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:37:44,2018-12-03 15:37:45,0.190s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:37:45,2018-12-03 15:37:45,0.211s,PASSED
click,Chrome 70.0.3538.110,,2018-12-03 15:37:45,2018-12-03 15:37:47,2.137s,PASSED
,,,,,,
Test Cases/Final/nav_to_HS,Chrome 70.0.3538.110,,2018-12-03 15:37:47,2018-12-03 15:37:58,11.255s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-03 15:37:47,2018-12-03 15:37:58,11.057s,PASSED
,,,,,,
Test Cases/Final/add_jobs,Chrome 70.0.3538.110,,2018-12-03 15:37:58,2018-12-03 15:39:02,1m - 3.290s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.002s,NOT_RUN
maximizeWindow,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.001s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.002s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.002s,NOT_RUN
setText,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.002s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.001s,NOT_RUN
setText,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.001s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.000s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.001s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:37:59,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-03 15:37:59,2018-12-03 15:38:00,1.639s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:38:00,2018-12-03 15:38:05,5.002s,PASSED
click,Chrome 70.0.3538.110,,2018-12-03 15:38:05,2018-12-03 15:38:06,1.154s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:38:06,2018-12-03 15:38:11,5.001s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:38:11,2018-12-03 15:38:12,0.324s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:38:12,2018-12-03 15:38:17,5.003s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:38:17,2018-12-03 15:38:17,0.386s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:38:17,2018-12-03 15:38:17,0.333s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:38:17,2018-12-03 15:38:22,5.001s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-03 15:38:22,2018-12-03 15:38:23,0.152s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:38:23,2018-12-03 15:38:28,5.002s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-03 15:38:28,2018-12-03 15:38:28,0.164s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:38:28,2018-12-03 15:38:33,5.002s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-03 15:38:33,2018-12-03 15:38:33,0.117s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:38:33,2018-12-03 15:38:38,5.003s,PASSED
