Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
add review,Chrome 70.0.3538.110,,2018-12-08 14:35:26,2018-12-08 14:38:34,3m - 8.269s,PASSED
,,,,,,
Test Cases/Final/Reg as visitor,Chrome 70.0.3538.110,,2018-12-08 14:35:26,2018-12-08 14:36:29,1m - 2.955s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 14:35:26,2018-12-08 14:35:33,6.558s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 14:35:33,2018-12-08 14:35:34,1.148s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 14:35:34,2018-12-08 14:35:38,4.180s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:35:38,2018-12-08 14:35:41,3.044s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:35:41,2018-12-08 14:35:42,0.324s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:35:42,2018-12-08 14:35:45,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:35:45,2018-12-08 14:35:45,0.473s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:35:45,2018-12-08 14:35:48,3.001s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:35:48,2018-12-08 14:35:49,0.502s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:35:49,2018-12-08 14:35:52,3.007s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:35:52,2018-12-08 14:35:52,0.257s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:35:52,2018-12-08 14:35:55,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:35:55,2018-12-08 14:35:55,0.261s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:35:55,2018-12-08 14:35:58,3.001s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:35:58,2018-12-08 14:35:58,0.002s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 14:35:58,2018-12-08 14:36:01,3.003s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 14:36:01,2018-12-08 14:36:02,0.407s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:36:02,2018-12-08 14:36:05,3.002s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 14:36:05,2018-12-08 14:36:05,0.202s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:36:05,2018-12-08 14:36:08,3.002s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 14:36:08,2018-12-08 14:36:08,0.350s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 14:36:08,2018-12-08 14:36:11,3.003s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 14:36:11,2018-12-08 14:36:12,0.412s,PASSED
