Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
add to favourite,Chrome 70.0.3538.110,,2018-12-03 15:55:48,2018-12-03 15:57:58,2m - 9.735s,PASSED
,,,,,,
Test Cases/Final/Reg as visitor,Chrome 70.0.3538.110,,2018-12-03 15:55:48,2018-12-03 15:56:46,58.244s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-03 15:55:48,2018-12-03 15:55:52,3.550s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-03 15:55:52,2018-12-03 15:55:53,1.147s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-03 15:55:53,2018-12-03 15:55:58,5.096s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:55:58,2018-12-03 15:56:01,3.024s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:01,2018-12-03 15:56:02,0.341s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:02,2018-12-03 15:56:05,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:05,2018-12-03 15:56:05,0.255s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:05,2018-12-03 15:56:08,3.004s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:08,2018-12-03 15:56:08,0.420s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:08,2018-12-03 15:56:11,3.003s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:11,2018-12-03 15:56:11,0.225s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:11,2018-12-03 15:56:14,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:14,2018-12-03 15:56:15,0.207s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:15,2018-12-03 15:56:18,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:18,2018-12-03 15:56:18,0.001s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:18,2018-12-03 15:56:21,3.002s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-03 15:56:21,2018-12-03 15:56:21,0.136s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:21,2018-12-03 15:56:24,3.004s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-03 15:56:24,2018-12-03 15:56:24,0.154s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:24,2018-12-03 15:56:27,3.002s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-03 15:56:27,2018-12-03 15:56:27,0.155s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:27,2018-12-03 15:56:30,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:30,2018-12-03 15:56:30,0.245s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:30,2018-12-03 15:56:33,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:33,2018-12-03 15:56:34,0.288s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:34,2018-12-03 15:56:37,3.003s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-03 15:56:37,2018-12-03 15:56:37,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:37,2018-12-03 15:56:40,3.001s,PASSED
uploadFile,Chrome 70.0.3538.110,,2018-12-03 15:56:40,2018-12-03 15:56:40,0.060s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 15:56:40,2018-12-03 15:56:43,3.002s,PASSED
click,Chrome 70.0.3538.110,,2018-12-03 15:56:43,2018-12-03 15:56:46,3.568s,PASSED
,,,,,,
Test Cases/Final/logout,Chrome 70.0.3538.110,,2018-12-03 15:56:46,2018-12-03 15:57:09,22.713s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-03 15:56:46,2018-12-03 15:56:46,0.001s,NOT_RUN
