Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
home search_all field,Chrome 70.0.3538.110,,2018-12-08 13:06:08,2018-12-08 13:06:45,36.965s,PASSED
,,,,,,
Test Cases/Final/home search,Chrome 70.0.3538.110,,2018-12-08 13:06:09,2018-12-08 13:06:44,35.002s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 13:06:09,2018-12-08 13:06:19,10.012s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 13:06:19,2018-12-08 13:06:20,1.130s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 13:06:20,2018-12-08 13:06:34,14.044s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 13:06:34,2018-12-08 13:06:36,1.536s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 13:06:36,2018-12-08 13:06:36,0.558s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:06:36,2018-12-08 13:06:37,0.320s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:06:37,2018-12-08 13:06:42,5.013s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:06:42,2018-12-08 13:06:42,0.143s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 13:06:42,2018-12-08 13:06:44,1.968s,PASSED
