Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
home search_all field,Chrome 70.0.3538.110,,2018-12-08 15:45:53,2018-12-08 15:46:22,28.937s,PASSED
,,,,,,
Test Cases/Final/home search,Chrome 70.0.3538.110,,2018-12-08 15:45:54,2018-12-08 15:46:21,27.186s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 15:45:54,2018-12-08 15:46:03,9.052s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 15:46:03,2018-12-08 15:46:05,1.147s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 15:46:05,2018-12-08 15:46:14,9.259s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:46:14,2018-12-08 15:46:14,0.602s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 15:46:14,2018-12-08 15:46:15,0.169s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 15:46:15,2018-12-08 15:46:15,0.142s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:46:15,2018-12-08 15:46:20,5.018s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 15:46:20,2018-12-08 15:46:20,0.158s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 15:46:20,2018-12-08 15:46:21,1.362s,PASSED
