Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
home search by each field,Chrome 70.0.3538.110,,2018-12-08 13:03:14,2018-12-08 13:05:34,2m - 20.296s,PASSED
,,,,,,
Test Cases/Final/home search by school name,Chrome 70.0.3538.110,,2018-12-08 13:03:15,2018-12-08 13:04:20,1m - 5.251s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 13:03:15,2018-12-08 13:03:52,36.971s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 13:03:52,2018-12-08 13:03:53,1.339s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 13:03:53,2018-12-08 13:04:06,12.647s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 13:04:06,2018-12-08 13:04:08,1.939s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 13:04:08,2018-12-08 13:04:08,0.002s,NOT_RUN
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:04:08,2018-12-08 13:04:08,0.001s,NOT_RUN
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:04:08,2018-12-08 13:04:08,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 13:04:08,2018-12-08 13:04:10,1.903s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:04:10,2018-12-08 13:04:20,10.125s,PASSED
,,,,,,
Test Cases/Final/home search by school category,Chrome 70.0.3538.110,,2018-12-08 13:04:20,2018-12-08 13:04:45,24.771s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 13:04:20,2018-12-08 13:04:20,0.001s,NOT_RUN
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 13:04:20,2018-12-08 13:04:20,0.000s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 13:04:20,2018-12-08 13:04:22,1.688s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:04:22,2018-12-08 13:04:27,5.004s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 13:04:27,2018-12-08 13:04:27,0.001s,NOT_RUN
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:04:27,2018-12-08 13:04:28,0.752s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:04:28,2018-12-08 13:04:33,5.001s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:04:33,2018-12-08 13:04:33,0.001s,NOT_RUN
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:04:33,2018-12-08 13:04:33,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 13:04:33,2018-12-08 13:04:35,2.146s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:04:35,2018-12-08 13:04:45,10.003s,PASSED
,,,,,,
Test Cases/Final/home search by country,Chrome 70.0.3538.110,,2018-12-08 13:04:45,2018-12-08 13:05:05,20.270s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 13:04:45,2018-12-08 13:04:45,0.001s,NOT_RUN
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 13:04:45,2018-12-08 13:04:45,0.001s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 13:04:45,2018-12-08 13:04:46,1.214s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 13:04:46,2018-12-08 13:04:46,0.001s,NOT_RUN
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 13:04:46,2018-12-08 13:04:46,0.000s,NOT_RUN
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:04:46,2018-12-08 13:04:48,1.341s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:04:48,2018-12-08 13:04:53,5.002s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:04:53,2018-12-08 13:04:53,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 13:04:53,2018-12-08 13:04:55,2.276s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:04:55,2018-12-08 13:05:05,10.000s,PASSED
,,,,,,
Test Cases/Final/home search by city,Chrome 70.0.3538.110,,2018-12-08 13:05:05,2018-12-08 13:05:32,27.352s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 13:05:06,2018-12-08 13:05:06,0.001s,NOT_RUN
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 13:05:06,2018-12-08 13:05:06,0.000s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 13:05:06,2018-12-08 13:05:07,1.456s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 13:05:07,2018-12-08 13:05:07,0.001s,NOT_RUN
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 13:05:07,2018-12-08 13:05:07,0.000s,NOT_RUN
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:05:07,2018-12-08 13:05:07,0.148s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:05:07,2018-12-08 13:05:12,5.003s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 13:05:12,2018-12-08 13:05:15,2.888s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:05:15,2018-12-08 13:05:20,5.001s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 13:05:20,2018-12-08 13:05:22,2.463s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 13:05:22,2018-12-08 13:05:32,10.001s,PASSED
"Statement - result = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(home search/search_result), false)",Chrome 70.0.3538.110,,2018-12-08 13:05:32,2018-12-08 13:05:32,0.001s,NOT_RUN
