Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
student can compare between school,Chrome 70.0.3538.110,,2018-12-08 15:54:46,2018-12-08 15:57:46,2m - 59.441s,PASSED
,,,,,,
Test Cases/Final/REG as student,Chrome 70.0.3538.110,,2018-12-08 15:54:47,2018-12-08 15:56:16,1m - 29.107s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 15:54:47,2018-12-08 15:54:50,3.097s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 15:54:50,2018-12-08 15:54:51,1.206s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 15:54:51,2018-12-08 15:55:22,30.372s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:55:22,2018-12-08 15:55:22,0.396s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:22,2018-12-08 15:55:25,3.026s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:55:25,2018-12-08 15:55:25,0.332s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:25,2018-12-08 15:55:28,3.003s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:55:28,2018-12-08 15:55:29,0.474s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:29,2018-12-08 15:55:32,3.004s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:55:32,2018-12-08 15:55:32,0.311s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:32,2018-12-08 15:55:35,3.004s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:55:35,2018-12-08 15:55:35,0.282s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:35,2018-12-08 15:55:38,3.005s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:55:38,2018-12-08 15:55:38,0.007s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:38,2018-12-08 15:55:41,3.004s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 15:55:41,2018-12-08 15:55:42,0.236s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:42,2018-12-08 15:55:47,5.005s,PASSED
selectOptionByIndex,Chrome 70.0.3538.110,,2018-12-08 15:55:47,2018-12-08 15:55:47,0.230s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:47,2018-12-08 15:55:52,5.004s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 15:55:52,2018-12-08 15:55:52,0.181s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:52,2018-12-08 15:55:55,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:55:55,2018-12-08 15:55:55,0.299s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:55,2018-12-08 15:55:58,3.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-08 15:55:58,2018-12-08 15:55:59,0.366s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:55:59,2018-12-08 15:56:02,3.002s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 15:56:02,2018-12-08 15:56:02,0.228s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:02,2018-12-08 15:56:05,3.004s,PASSED
selectOptionByValue,Chrome 70.0.3538.110,,2018-12-08 15:56:05,2018-12-08 15:56:05,0.164s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:05,2018-12-08 15:56:08,3.001s,PASSED
uploadFile,Chrome 70.0.3538.110,,2018-12-08 15:56:08,2018-12-08 15:56:08,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:08,2018-12-08 15:56:08,0.002s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 15:56:08,2018-12-08 15:56:11,2.496s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:11,2018-12-08 15:56:16,5.006s,PASSED
,,,,,,
Test Cases/Final/logout,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:48,32.084s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
setText,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
setText,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.000s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:16,0.092s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:56:16,2018-12-08 15:56:21,5.006s,PASSED
