Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
advanced search,Chrome 70.0.3538.110,,2018-12-04 15:25:23,2018-12-04 15:28:11,2m - 47.670s,ERROR
,,,,,,
Test Cases/Final/search_with_specialty,Chrome 70.0.3538.110,,2018-12-04 15:25:23,2018-12-04 15:26:01,37.304s,ERROR
openBrowser,Chrome 70.0.3538.110,,2018-12-04 15:25:24,2018-12-04 15:25:27,3.253s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-04 15:25:27,2018-12-04 15:25:28,1.149s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-04 15:25:28,2018-12-04 15:25:38,10.010s,PASSED
click,Chrome 70.0.3538.110,,2018-12-04 15:25:38,2018-12-04 15:25:39,1.315s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-04 15:25:39,2018-12-04 15:25:42,3.028s,PASSED
click,Chrome 70.0.3538.110,,2018-12-04 15:25:42,2018-12-04 15:25:44,1.995s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-04 15:25:44,2018-12-04 15:25:47,3.003s,PASSED
click,Chrome 70.0.3538.110,,2018-12-04 15:25:47,2018-12-04 15:25:47,0.082s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-04 15:25:47,2018-12-04 15:25:50,3.003s,PASSED
check,Chrome 70.0.3538.110,,2018-12-04 15:25:50,2018-12-04 15:25:51,0.115s,PASSED
verifyElementChecked,Chrome 70.0.3538.110,,2018-12-04 15:25:51,2018-12-04 15:25:51,0.046s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-04 15:25:51,2018-12-04 15:26:01,10.002s,PASSED
verifyTextPresent,Chrome 70.0.3538.110,,2018-12-04 15:26:01,2018-12-04 15:26:01,0.001s,PASSED
,,,,,,
Test Cases/Final/back to advanced search,Chrome 70.0.3538.110,,2018-12-04 15:26:01,2018-12-04 15:26:13,12.777s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-04 15:26:01,2018-12-04 15:26:05,4.175s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-04 15:26:05,2018-12-04 15:26:10,5.002s,PASSED
click,Chrome 70.0.3538.110,,2018-12-04 15:26:10,2018-12-04 15:26:13,3.481s,PASSED
,,,,,,
Test Cases/Final/search with kind of school,Chrome 70.0.3538.110,,2018-12-04 15:26:13,2018-12-04 15:26:30,16.355s,ERROR
openBrowser,Chrome 70.0.3538.110,,2018-12-04 15:26:14,2018-12-04 15:26:14,0.002s,NOT_RUN
maximizeWindow,Chrome 70.0.3538.110,,2018-12-04 15:26:14,2018-12-04 15:26:14,0.000s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.110,,2018-12-04 15:26:14,2018-12-04 15:26:14,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-04 15:26:14,2018-12-04 15:26:14,0.001s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-04 15:26:14,2018-12-04 15:26:14,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-04 15:26:14,2018-12-04 15:26:14,0.000s,NOT_RUN
