Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
advanced search,Chrome 70.0.3538.110,,2018-12-08 15:10:58,2018-12-08 15:13:58,2m - 59.668s,ERROR
,,,,,,
Test Cases/Final/search_with_specialty,Chrome 70.0.3538.110,,2018-12-08 15:10:59,2018-12-08 15:11:36,37.530s,ERROR
openBrowser,Chrome 70.0.3538.110,,2018-12-08 15:10:59,2018-12-08 15:11:02,3.150s,PASSED
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 15:11:02,2018-12-08 15:11:03,1.154s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 15:11:03,2018-12-08 15:11:13,9.568s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 15:11:13,2018-12-08 15:11:14,1.359s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:11:14,2018-12-08 15:11:17,3.027s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 15:11:17,2018-12-08 15:11:19,1.705s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:11:19,2018-12-08 15:11:22,3.003s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 15:11:22,2018-12-08 15:11:22,0.093s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:11:22,2018-12-08 15:11:25,3.001s,PASSED
check,Chrome 70.0.3538.110,,2018-12-08 15:11:25,2018-12-08 15:11:25,0.149s,PASSED
verifyElementChecked,Chrome 70.0.3538.110,,2018-12-08 15:11:25,2018-12-08 15:11:25,0.063s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:11:25,2018-12-08 15:11:35,10.003s,PASSED
verifyTextPresent,Chrome 70.0.3538.110,,2018-12-08 15:11:35,2018-12-08 15:11:35,0.001s,PASSED
,,,,,,
Test Cases/Final/back to advanced search,Chrome 70.0.3538.110,,2018-12-08 15:11:36,2018-12-08 15:11:59,22.846s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 15:11:36,2018-12-08 15:11:45,8.246s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:11:45,2018-12-08 15:11:50,5.000s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 15:11:50,2018-12-08 15:11:59,9.210s,PASSED
,,,,,,
Test Cases/Final/search with kind of school,Chrome 70.0.3538.110,,2018-12-08 15:11:59,2018-12-08 15:12:16,16.687s,ERROR
openBrowser,Chrome 70.0.3538.110,,2018-12-08 15:11:59,2018-12-08 15:11:59,0.001s,NOT_RUN
maximizeWindow,Chrome 70.0.3538.110,,2018-12-08 15:11:59,2018-12-08 15:11:59,0.001s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 15:11:59,2018-12-08 15:11:59,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 15:11:59,2018-12-08 15:11:59,0.000s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:11:59,2018-12-08 15:11:59,0.001s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-08 15:11:59,2018-12-08 15:11:59,0.001s,NOT_RUN
delay,Chrome 70.0.3538.110,,2018-12-08 15:11:59,2018-12-08 15:12:02,3.002s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 15:12:02,2018-12-08 15:12:02,0.109s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:12:02,2018-12-08 15:12:05,3.002s,PASSED
check,Chrome 70.0.3538.110,,2018-12-08 15:12:05,2018-12-08 15:12:06,0.186s,PASSED
verifyElementChecked,Chrome 70.0.3538.110,,2018-12-08 15:12:06,2018-12-08 15:12:06,0.038s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:12:06,2018-12-08 15:12:16,10.000s,PASSED
verifyTextPresent,Chrome 70.0.3538.110,,2018-12-08 15:12:16,2018-12-08 15:12:16,0.000s,PASSED
,,,,,,
Test Cases/Final/back to advanced search1,Chrome 70.0.3538.110,,2018-12-08 15:12:16,2018-12-08 15:12:28,11.907s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-08 15:12:16,2018-12-08 15:12:19,3.062s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-08 15:12:19,2018-12-08 15:12:24,5.004s,PASSED
click,Chrome 70.0.3538.110,,2018-12-08 15:12:24,2018-12-08 15:12:28,3.643s,PASSED
,,,,,,
Test Cases/Final/search with country,Chrome 70.0.3538.110,,2018-12-08 15:12:28,2018-12-08 15:12:37,9.797s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-08 15:12:28,2018-12-08 15:12:28,0.000s,NOT_RUN
